Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
277,Ben McLemore,27,2TM,SG,53,5,905,7.1,19.3,0.37,5.1,14.8,0.346,2.0,4.5,0.447,0.503,2.1,2.8,0.736,0.8,4.5,5.3,2.1,1.2,0.5,2.2,4.7,21.5,99.0,115,,mclembe01,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,21.9,0.099,0.041,0.022,0.071,0.447,0.639,0.333,0.25,0.308,0.346,0.816,0.959,0.014,4,0.236,2,0
277,Ben McLemore,27,HOU,SG,32,4,537,7.1,19.7,0.357,4.8,14.6,0.331,2.2,5.1,0.431,0.48,2.0,2.8,0.719,1.0,4.8,5.8,2.5,1.8,0.3,2.5,4.5,21.0,95.0,116,,mclembe01,8.3,0.5,0.741,0.143,2.1,11.4,6.6,7.8,1.8,0.5,10.5,21.1,-0.5,0.3,-0.2,-0.019,-3.4,-1.1,-4.5,-0.3,20.8,0.129,0.04,0.031,0.058,0.431,0.621,0.333,0.143,0.231,0.331,0.76,0.945,0.013,2,0.235,1,0
277,Ben McLemore,27,LAL,SG,21,1,368,7.3,18.6,0.39,5.6,15.1,0.368,1.7,3.6,0.481,0.539,2.1,2.8,0.762,0.5,4.0,4.5,1.5,0.4,0.8,1.9,4.9,22.2,105.0,112,,mclembe01,8.8,0.559,0.809,0.149,1.2,9.1,5.2,4.3,0.4,1.5,8.5,19.4,0.1,0.4,0.5,0.061,-1.6,-1.4,-3.0,-0.1,23.0,0.05,0.043,0.007,0.092,0.481,0.714,0.333,1.0,0.385,0.368,0.923,0.976,0.014,2,0.237,1,0
278,Kira Lewis Jr.,19,NOP,PG,54,0,904,6.9,17.9,0.386,2.1,6.4,0.333,4.8,11.5,0.415,0.445,2.3,2.7,0.843,0.6,3.1,3.8,6.6,2.0,0.5,1.8,4.7,18.2,106.0,115,,lewiski01,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2.0,1.0,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.2,-3.4,-0.3,12.7,0.267,0.252,0.089,0.036,0.415,0.611,0.318,0.2,0.167,0.333,0.378,0.8,0.012,4,0.183,1,0
279,Jalen McDaniels,23,CHO,SF,47,18,904,7.2,15.3,0.468,1.9,5.7,0.333,5.3,9.7,0.547,0.53,2.4,3.5,0.703,2.4,6.7,9.1,2.9,1.5,1.0,2.4,5.1,18.7,107.0,113,,mcdanja01,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,0.3,0.9,1.2,0.062,-2.8,-0.4,-3.2,-0.3,11.6,0.338,0.239,0.042,0.011,0.547,0.688,0.382,0.333,0.667,0.333,0.633,1.0,0.099,24,0.514,1,0
280,Juancho Hernangómez,25,MIN,PF,52,6,900,6.8,15.7,0.435,2.9,8.8,0.327,3.9,6.9,0.573,0.527,3.1,5.1,0.619,2.4,8.4,10.8,1.8,1.0,0.4,1.4,2.7,19.7,111.0,117,,hernaju01,12.1,0.549,0.562,0.324,5.2,20.0,12.3,5.6,1.0,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2,15.2,0.334,0.097,0.007,0.0,0.573,0.69,0.207,0.0,,0.327,0.747,0.982,0.047,12,0.226,0,0
281,R.J. Hampton,19,2TM,SG,51,1,888,7.5,17.2,0.435,1.5,4.8,0.31,6.0,12.4,0.482,0.478,3.0,4.5,0.671,1.6,8.3,9.8,4.8,1.2,0.6,2.9,3.4,19.5,100.0,115,,hamptrj01,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1.0,13.2,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4,12.3,0.246,0.272,0.118,0.086,0.482,0.662,0.376,0.378,0.444,0.31,0.358,0.926,0.045,11,0.253,1,0
281,R.J. Hampton,19,DEN,SG,25,0,233,5.3,12.7,0.417,1.1,3.8,0.278,4.2,8.9,0.476,0.458,1.9,2.5,0.75,2.1,8.5,10.6,3.0,1.1,0.4,2.3,4.7,13.6,100.0,113,,hamptrj01,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.4,-0.9,-5.3,-0.2,12.3,0.25,0.283,0.15,0.017,0.476,0.533,0.353,0.556,1.0,0.278,0.35,1.0,0.05,3,0.333,1,0
281,R.J. Hampton,19,ORL,SG,26,1,655,8.2,18.8,0.439,1.6,5.1,0.319,6.6,13.7,0.484,0.482,3.4,5.2,0.657,1.4,8.2,9.6,5.4,1.2,0.6,3.1,2.9,21.5,100.0,115,,hamptrj01,12.3,0.511,0.273,0.277,2.9,18.0,10.2,17.8,1.2,1.1,12.9,21.5,-0.2,0.5,0.2,0.018,-2.0,-1.3,-3.3,-0.2,12.3,0.245,0.269,0.111,0.103,0.484,0.694,0.382,0.321,0.423,0.319,0.36,0.909,0.043,8,0.232,0,0
282,Jusuf Nurkić,26,POR,C,37,37,880,9.5,18.5,0.514,0.7,1.7,0.4,8.8,16.8,0.525,0.532,3.9,6.3,0.619,4.8,13.6,18.4,6.9,2.1,2.2,4.0,5.7,23.5,113.0,109,,nurkiju01,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4.0,16.0,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1.0,5.7,0.565,0.27,0.042,0.033,0.525,0.596,0.433,0.5,0.091,0.4,0.711,0.917,0.093,28,0.0,1,0
283,Malik Monk,22,CHO,SG,42,0,878,9.6,22.2,0.434,4.7,11.8,0.401,4.9,10.4,0.471,0.54,3.3,4.0,0.819,0.8,4.8,5.6,4.8,1.1,0.2,3.1,2.6,27.3,108.0,116,,monkma01,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1.0,0.054,0.2,-2.0,-1.8,0.0,16.8,0.228,0.125,0.065,0.05,0.471,0.582,0.4,0.231,0.45,0.401,0.432,0.8,0.023,8,0.156,0,0
284,Dario Šarić,26,PHO,C,50,4,871,8.7,19.4,0.447,2.7,7.7,0.348,6.0,11.7,0.512,0.516,4.8,5.6,0.848,2.6,8.2,10.8,3.7,1.7,0.2,3.2,5.4,24.8,109.0,111,,saricda01,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1.0,1.7,0.093,-1.4,-0.6,-2.0,0.0,13.5,0.269,0.228,0.073,0.035,0.512,0.674,0.359,0.52,0.25,0.348,0.736,1.0,0.0,0,0.119,0,0
285,Sekou Doumbouya,20,DET,PF,56,11,869,6.0,15.9,0.379,1.5,6.5,0.226,4.6,9.4,0.485,0.426,2.5,3.6,0.703,2.2,5.9,8.1,2.7,1.4,0.5,2.5,5.3,16.1,93.0,114,,doumbse01,6.9,0.459,0.408,0.227,4.9,13.5,9.2,8.0,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.3,-6.7,-1.0,12.3,0.376,0.167,0.039,0.011,0.485,0.642,0.277,0.0,0.0,0.226,0.667,1.0,0.082,19,0.304,0,0
286,Edmond Sumner,25,IND,SG,53,24,861,8.1,15.5,0.525,1.9,4.8,0.398,6.2,10.7,0.582,0.587,3.7,4.6,0.819,1.0,4.2,5.2,2.7,1.8,0.5,2.8,4.8,21.9,112.0,115,,sumneed01,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.077,-2.3,-0.5,-2.8,-0.2,10.4,0.443,0.195,0.035,0.014,0.582,0.712,0.364,0.4,0.0,0.398,0.69,0.943,0.064,18,0.386,1,0
287,Mitchell Robinson,22,NYK,C,31,29,853,6.7,10.3,0.653,0.0,0.0,,6.7,10.3,0.653,0.653,1.5,3.1,0.491,6.6,8.2,14.8,1.0,2.1,2.6,1.5,5.0,15.0,131.0,104,,robinmi01,17.7,0.642,0.0,0.301,14.5,17.5,16.0,2.9,2.1,5.0,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,1.3,0.909,0.091,0.0,0.0,0.653,0.688,0.313,,,,0.626,,0.528,84,,0,0
288,Mike Scott,32,PHI,PF,51,12,852,4.3,11.9,0.36,3.0,8.8,0.342,1.3,3.2,0.411,0.486,0.5,0.7,0.667,0.6,6.2,6.8,2.3,1.4,0.8,1.1,4.1,12.1,101.0,110,,scottmi01,6.8,0.492,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,-0.1,1.1,1.0,0.058,-3.2,0.3,-2.8,-0.2,21.0,0.085,0.076,0.052,0.052,0.411,0.5,0.5,0.273,0.273,0.342,0.739,1.0,0.009,1,0.277,0,0
289,Cody Martin,25,CHO,SF,52,10,849,4.8,10.8,0.441,0.9,3.3,0.276,3.9,7.5,0.515,0.484,1.4,2.5,0.581,3.0,6.3,9.3,4.9,2.1,0.7,2.3,3.0,11.9,107.0,113,,martico01,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.7,0.7,-2.0,0.0,11.2,0.436,0.117,0.074,0.064,0.515,0.561,0.636,0.214,0.333,0.276,0.597,0.875,0.085,15,0.586,1,0
290,Willy Hernangómez,26,NOP,C,47,12,846,8.6,15.2,0.563,0.1,0.6,0.1,8.5,14.6,0.581,0.565,3.5,5.3,0.667,6.6,12.3,18.9,2.8,1.2,1.3,1.9,3.9,20.7,125.0,111,,hernawi01,19.6,0.591,0.037,0.347,15.0,27.8,21.4,8.5,1.2,2.6,9.9,17.0,1.9,1.0,2.9,0.163,1.0,-1.0,0.0,0.4,4.1,0.642,0.246,0.063,0.011,0.581,0.634,0.5,0.412,0.333,0.1,0.667,1.0,0.123,27,0.3,0,0
291,Austin Rivers,28,2TM,SG,36,7,845,6.1,14.4,0.424,3.2,8.8,0.369,2.9,5.7,0.51,0.537,1.3,1.8,0.71,0.5,4.4,4.8,4.8,1.8,0.1,2.1,3.8,16.8,109.0,112,,riverau01,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0.0,17.6,0.171,0.163,0.049,0.008,0.51,0.714,0.3,0.5,0.5,0.369,0.286,0.764,0.0,0,0.208,1,0
291,Austin Rivers,28,NYK,SG,21,2,442,6.6,15.3,0.43,3.2,8.7,0.364,3.4,6.6,0.517,0.533,1.1,1.6,0.714,0.6,4.8,5.3,4.8,1.4,0.0,2.5,3.6,17.4,105.0,112,,riverau01,9.5,0.545,0.57,0.104,1.2,10.2,5.8,13.9,1.4,0.0,13.5,16.5,0.1,0.5,0.6,0.063,-2.4,0.2,-2.2,0.0,17.0,0.178,0.185,0.059,0.007,0.517,0.708,0.28,0.625,1.0,0.364,0.3,0.643,0.0,0,0.195,1,0
291,Austin Rivers,28,DEN,SG,15,5,403,5.6,13.5,0.418,3.3,8.8,0.375,2.3,4.7,0.5,0.541,1.5,2.1,0.706,0.4,3.9,4.3,4.8,2.2,0.2,1.7,3.9,16.1,113.0,113,,riverau01,10.3,0.558,0.655,0.155,0.8,9.0,4.9,12.5,2.2,0.5,10.6,14.2,0.3,0.4,0.7,0.081,-2.1,0.4,-1.7,0.0,18.1,0.164,0.136,0.036,0.009,0.5,0.722,0.333,0.25,0.0,0.375,0.263,0.889,0.0,0,0.222,0,0
292,Trevor Ariza,35,MIA,SF,30,27,841,5.8,14.2,0.411,3.0,8.4,0.35,2.9,5.8,0.5,0.515,2.0,2.6,0.773,1.6,6.9,8.5,3.2,1.8,1.1,1.2,3.2,16.7,111.0,111,,arizatr01,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,0.5,1.0,1.6,0.091,-1.2,0.1,-1.1,0.2,16.1,0.286,0.095,0.008,0.017,0.5,0.609,0.261,0.0,0.25,0.35,0.776,0.94,0.041,9,0.413,1,0
293,Chasson Randle,27,ORL,PG,41,5,837,5.3,13.8,0.388,2.6,7.6,0.338,2.8,6.2,0.449,0.481,2.2,2.8,0.792,0.4,4.4,4.8,4.3,1.3,0.3,2.7,3.7,15.5,98.0,117,,randlch01,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0.0,-0.001,-4.8,-1.1,-5.9,-0.8,17.5,0.203,0.131,0.051,0.068,0.449,0.708,0.258,0.167,0.25,0.338,0.271,0.682,0.0,0,0.138,2,0
294,James Wiseman,19,GSW,C,39,27,836,10.7,20.7,0.519,0.7,2.1,0.316,10.1,18.5,0.542,0.535,3.0,4.8,0.628,3.1,9.6,12.7,1.5,0.6,2.0,3.4,6.8,25.2,100.0,109,,wisemja01,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,0.042,-4.0,-1.0,-5.0,-0.6,9.0,0.356,0.285,0.101,0.155,0.542,0.794,0.419,0.243,0.386,0.316,0.827,0.833,0.258,84,0.079,0,0
295,Kevin Porter Jr.,20,HOU,SG,26,23,835,8.8,20.8,0.425,2.8,9.1,0.311,6.0,11.7,0.515,0.493,3.9,5.3,0.734,1.1,4.5,5.6,9.3,1.1,0.5,5.2,3.5,24.4,101.0,118,,porteke02,12.5,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,-0.3,0.3,0.0,0.0,-1.1,-2.4,-3.5,-0.3,15.3,0.21,0.18,0.095,0.076,0.515,0.74,0.364,0.4,0.393,0.311,0.179,0.4,0.052,18,0.137,0,0
296,Patrick Beverley,32,LAC,PG,37,34,832,5.5,13.1,0.423,3.3,8.4,0.397,2.2,4.7,0.468,0.55,2.1,2.7,0.8,1.7,5.4,7.1,4.5,1.7,1.7,2.0,6.4,16.5,118.0,110,,beverpa01,12.0,0.58,0.641,0.205,4.0,11.8,8.0,12.0,1.7,3.0,12.4,14.6,1.0,1.0,2.1,0.119,-0.7,1.4,0.7,0.6,18.2,0.173,0.132,0.032,0.023,0.468,0.5,0.483,0.286,0.4,0.397,0.378,0.929,0.0,0,0.291,0,0
297,Caleb Martin,25,CHO,SF,53,3,818,5.7,15.3,0.375,1.9,7.5,0.248,3.9,7.8,0.496,0.436,2.4,3.8,0.641,1.9,6.6,8.4,4.0,2.2,0.7,2.0,3.7,15.8,99.0,112,,martica02,9.5,0.465,0.488,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,16.0,0.285,0.094,0.012,0.121,0.496,0.575,0.375,0.333,0.419,0.248,0.6,0.871,0.039,7,0.248,1,0
298,Torrey Craig,30,2TM,SF,50,8,803,6.6,13.8,0.48,2.4,6.4,0.368,4.2,7.3,0.579,0.566,1.0,1.3,0.773,3.5,8.5,12.0,3.0,1.7,1.6,1.5,5.0,16.6,120.0,109,,craigto01,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,14.5,0.304,0.137,0.048,0.044,0.579,0.783,0.194,0.727,0.2,0.368,0.571,0.974,0.066,14,0.321,0,0
298,Torrey Craig,30,MIL,SF,18,0,201,4.2,10.7,0.391,1.9,5.1,0.364,2.3,5.6,0.417,0.478,0.2,0.5,0.5,3.0,7.0,10.0,3.7,2.1,1.6,1.2,5.6,10.5,113.0,109,,craigto01,10.3,0.48,0.478,0.043,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,0.1,0.3,0.4,0.097,-2.2,1.6,-0.6,0.1,14.8,0.217,0.239,0.022,0.043,0.417,0.8,0.091,1.0,0.0,0.364,0.8,1.0,0.087,4,0.273,0,0
298,Torrey Craig,30,PHO,SF,32,8,602,7.5,14.8,0.503,2.5,6.9,0.369,4.9,8.0,0.619,0.588,1.3,1.6,0.8,3.6,9.0,12.6,2.7,1.6,1.6,1.6,4.8,18.8,121.0,109,,craigto01,15.5,0.603,0.464,0.11,8.4,20.4,14.5,7.4,1.6,2.8,9.5,15.5,1.0,0.8,1.8,0.145,0.4,0.4,0.8,0.4,14.3,0.326,0.11,0.055,0.044,0.619,0.78,0.25,0.7,0.25,0.369,0.533,0.968,0.061,10,0.333,0,0
299,Michael Carter-Williams,29,ORL,SG,31,25,800,6.4,16.4,0.389,0.9,3.7,0.246,5.5,12.7,0.431,0.417,3.0,4.9,0.613,2.4,6.1,8.5,7.8,1.5,1.0,4.2,4.9,16.7,93.0,115,,cartemi01,9.5,0.449,0.226,0.296,4.9,13.4,9.0,24.3,1.5,1.9,18.4,20.2,-1.1,0.6,-0.5,-0.028,-4.6,-0.2,-4.8,-0.6,10.3,0.304,0.307,0.104,0.059,0.431,0.622,0.337,0.25,0.25,0.246,0.344,0.867,0.03,7,0.197,0,0
300,Daniel Gafford,22,2TM,C,54,11,791,9.2,13.4,0.684,0.0,0.0,,9.2,13.4,0.684,0.684,4.3,6.4,0.667,5.6,8.2,13.8,1.7,1.6,4.5,2.4,5.9,22.7,131.0,107,,gaffoda01,22.2,0.697,0.0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.6,1.6,2.2,0.8,3.2,0.573,0.382,0.027,0.018,0.684,0.791,0.57,0.333,0.25,,0.714,,0.338,71,,0,0
300,Daniel Gafford,22,CHI,C,31,11,383,7.6,11.0,0.69,0.0,0.0,,7.6,11.0,0.69,0.69,3.4,5.2,0.659,5.6,7.5,13.0,2.2,1.4,4.3,2.8,6.8,18.6,128.0,107,,gaffoda01,18.8,0.7,0.0,0.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-1.4,1.6,0.2,0.2,3.2,0.644,0.264,0.046,0.046,0.69,0.786,0.565,0.5,0.25,,0.65,,0.368,29,,0,0
300,Daniel Gafford,22,WAS,C,23,0,408,10.6,15.6,0.681,0.0,0.0,,10.6,15.6,0.681,0.681,5.1,7.6,0.672,5.7,8.8,14.5,1.4,1.7,4.6,2.1,5.0,26.3,133.0,106,,gaffoda01,25.4,0.696,0.0,0.486,13.0,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2.0,0.235,2.5,1.6,4.0,0.6,3.3,0.529,0.457,0.014,0.0,0.681,0.795,0.571,0.0,,,0.755,,0.319,42,,0,0
301,Eric Gordon,32,HOU,SG,27,13,789,9.5,22.0,0.433,4.1,12.6,0.329,5.4,9.4,0.573,0.527,5.6,6.8,0.825,0.5,3.0,3.5,4.3,0.8,0.8,3.1,2.6,28.9,108.0,119,,gordoer01,14.4,0.577,0.572,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.7,-1.7,-1.0,0.2,17.1,0.248,0.153,0.022,0.005,0.573,0.747,0.357,0.25,0.0,0.329,0.311,0.754,0.005,2,0.048,0,0
302,Ty Jerome,23,OKC,SG,33,1,788,7.7,17.3,0.446,4.3,10.1,0.423,3.4,7.2,0.479,0.57,1.6,2.1,0.765,0.6,4.9,5.5,7.2,1.2,0.4,2.8,3.7,21.3,113.0,116,,jeromty01,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,18.9,0.059,0.226,0.087,0.042,0.479,0.647,0.508,0.48,0.083,0.423,0.228,0.817,0.0,0,0.155,2,0
303,Al Horford,34,OKC,C,28,28,782,9.8,21.9,0.45,3.4,9.2,0.368,6.4,12.6,0.51,0.528,1.1,1.3,0.818,1.8,9.7,11.4,5.7,1.5,1.6,1.8,2.9,24.2,111.0,112,,horfoal01,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2.0,1.4,3.4,1.1,15.2,0.169,0.225,0.1,0.083,0.51,0.672,0.444,0.444,0.433,0.368,0.566,0.929,0.031,9,0.118,0,0
304,Saben Lee,21,DET,PG,48,7,781,6.2,13.2,0.471,0.5,1.4,0.348,5.7,11.7,0.487,0.49,3.8,5.6,0.685,1.3,4.8,6.1,10.9,2.0,0.8,3.5,4.8,16.8,112.0,113,,leesa01,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2.0,1.5,18.1,17.0,0.7,0.8,1.5,0.091,-2.1,0.2,-2.0,0.0,6.9,0.386,0.429,0.062,0.014,0.487,0.617,0.378,0.462,0.333,0.348,0.352,1.0,0.043,5,0.348,0,0
305,Maurice Harkless,27,2TM,SF,37,23,772,4.3,10.3,0.418,1.4,5.3,0.274,2.9,5.1,0.568,0.488,2.1,2.7,0.767,0.8,4.8,5.6,2.8,1.9,1.3,1.4,5.4,12.1,106.0,116,,harklma01,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3,17.6,0.321,0.109,0.012,0.048,0.568,0.66,0.333,0.5,0.5,0.274,0.717,0.913,0.139,18,0.429,0,0
305,Maurice Harkless,27,MIA,SF,11,3,124,2.0,5.2,0.385,2.0,4.4,0.455,0.0,0.8,0.0,0.577,0.0,0.8,0.0,0.8,4.4,5.2,2.8,0.8,1.6,1.2,5.6,6.0,105.0,114,,harklma01,4.6,0.54,0.846,0.154,1.9,10.0,6.0,7.3,0.8,3.4,17.8,6.1,0.0,0.1,0.1,0.046,-3.5,0.7,-2.8,0.0,21.0,0.154,0.0,0.0,0.0,0.0,0.0,,,,0.455,,1.0,0.077,0,0.545,0,0
305,Maurice Harkless,27,SAC,PF,26,20,648,4.7,11.3,0.421,1.3,5.4,0.247,3.4,5.9,0.582,0.48,2.4,3.0,0.805,0.8,4.8,5.6,2.7,2.1,1.2,1.4,5.3,13.3,107.0,117,,harklma01,8.8,0.526,0.48,0.27,1.9,11.3,6.5,7.3,2.1,2.1,10.1,12.6,0.1,0.3,0.5,0.036,-3.8,0.0,-3.8,-0.3,14.3,0.336,0.118,0.013,0.053,0.582,0.686,0.333,0.5,0.5,0.247,0.717,0.889,0.145,18,0.411,0,0
306,Rajon Rondo,34,2TM,PG,45,3,770,6.1,13.8,0.442,2.3,5.7,0.404,3.8,8.1,0.468,0.526,1.0,1.1,0.941,1.2,5.9,7.0,12.8,2.4,0.3,5.1,3.4,15.5,108.0,112,,rondora01,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,0.5,0.8,1.3,0.081,-0.5,0.3,-0.2,0.4,13.5,0.326,0.195,0.023,0.042,0.468,0.6,0.262,0.4,0.444,0.404,0.136,0.639,0.0,0,0.112,0,0
306,Rajon Rondo,34,ATL,PG,27,2,402,5.4,13.5,0.4,2.1,5.5,0.378,3.3,8.0,0.415,0.477,0.1,0.2,0.5,0.5,6.2,6.7,11.6,2.3,0.2,4.8,3.1,13.0,98.0,113,,rondora01,9.9,0.478,0.409,0.018,1.1,13.6,7.5,32.2,2.3,0.4,26.0,16.2,-0.2,0.4,0.2,0.019,-2.8,0.3,-2.5,0.0,13.4,0.327,0.182,0.036,0.045,0.415,0.611,0.1,0.25,0.4,0.378,0.148,0.588,0.0,0,0.133,0,0
306,Rajon Rondo,34,LAC,PG,18,1,368,6.9,14.1,0.486,2.6,5.9,0.432,4.3,8.2,0.525,0.576,2.0,2.0,1.0,1.9,5.5,7.4,14.0,2.4,0.3,5.4,3.8,18.3,118.0,111,,rondora01,16.8,0.609,0.419,0.143,4.4,12.2,8.4,38.6,2.4,0.5,26.4,18.2,0.7,0.4,1.1,0.148,2.0,0.4,2.3,0.4,13.5,0.324,0.21,0.01,0.038,0.525,0.588,0.409,1.0,0.5,0.432,0.125,0.684,0.0,0,0.091,0,0
307,Mychal Mulder,26,GSW,PG,60,6,766,7.3,16.2,0.449,5.2,13.1,0.397,2.1,3.1,0.667,0.609,0.9,1.3,0.636,0.5,3.2,3.7,1.6,0.7,0.7,1.0,3.4,20.7,113.0,115,,muldemy01,10.8,0.613,0.808,0.083,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,0.6,0.6,1.2,0.075,-0.6,-1.2,-1.8,0.0,21.0,0.147,0.034,0.004,0.008,0.667,0.795,0.333,0.0,0.0,0.397,0.912,1.0,0.057,14,0.322,0,0
308,Jeremy Lamb,28,IND,SG,36,8,765,7.4,17.1,0.435,3.2,7.9,0.406,4.2,9.1,0.459,0.529,4.4,4.6,0.947,1.5,6.5,8.1,3.3,2.1,1.4,1.4,4.4,22.4,119.0,111,,lambje01,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7,16.4,0.181,0.159,0.149,0.047,0.459,0.58,0.364,0.488,0.231,0.406,0.529,0.827,0.0,0,0.094,1,0
309,Jaylen Nowell,21,MIN,SG,42,0,759,8.8,20.8,0.424,3.1,9.3,0.333,5.7,11.5,0.497,0.499,2.8,3.4,0.818,1.2,4.7,5.9,3.9,1.4,0.7,1.7,4.5,23.6,107.0,117,,nowelja01,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2,15.9,0.176,0.179,0.125,0.072,0.497,0.559,0.383,0.619,0.417,0.333,0.446,0.8,0.015,5,0.193,1,0
310,Drew Eubanks,23,SAS,C,54,3,755,7.5,13.2,0.566,0.1,0.1,1.0,7.3,13.0,0.562,0.571,4.9,6.8,0.726,4.8,10.7,15.5,2.7,1.2,3.1,2.9,5.7,20.0,118.0,109,,eubandr01,17.9,0.618,0.01,0.517,10.2,24.0,17.0,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1.0,1.0,0.0,0.4,4.6,0.527,0.371,0.034,0.059,0.562,0.667,0.408,0.429,0.667,1.0,0.772,1.0,0.2,37,1.0,0,0
311,Cam Reddish,21,ATL,SF,26,21,750,6.3,17.3,0.365,2.2,8.3,0.262,4.1,9.0,0.46,0.428,4.4,5.4,0.817,1.4,5.4,6.8,2.3,2.2,0.6,2.2,4.5,19.2,100.0,113,,reddica01,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,15.1,0.243,0.16,0.068,0.049,0.46,0.656,0.262,0.278,0.385,0.262,0.603,0.939,0.053,11,0.27,2,0
312,Frank Jackson,22,DET,PG,40,6,738,8.9,19.5,0.457,4.1,10.0,0.407,4.9,9.5,0.51,0.561,4.1,5.0,0.813,1.0,4.7,5.7,2.4,1.0,0.1,2.3,3.5,25.9,112.0,116,,jacksfr01,13.2,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1.0,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.1,-1.6,-1.7,0.1,16.4,0.133,0.208,0.109,0.038,0.51,0.59,0.541,0.406,0.364,0.407,0.548,0.984,0.02,4,0.42,0,0
