Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
155,Obi Toppin,25,IND,PF,82,28,1730,9.1,15.8,0.573,2.8,6.9,0.403,6.3,8.9,0.706,0.661,2.1,2.7,0.77,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23.0,129.0,119,,toppiob01,16.5,0.677,0.437,0.173,5.6,15.4,10.5,9.4,1.3,2.0,10.0,16.8,3.6,1.1,4.8,0.132,1.8,-0.3,1.5,1.5
156,Bilal Coulibaly,19,WAS,SF,63,15,1715,5.1,11.8,0.435,1.7,5.0,0.346,3.4,6.7,0.502,0.509,2.5,3.6,0.702,1.5,5.5,7.0,3.0,1.6,1.3,2.4,3.7,14.5,103.0,120,,coulibi01,8.9,0.543,0.428,0.303,3.4,12.8,8.0,8.2,1.6,2.3,15.1,14.2,-0.5,0.9,0.4,0.013,-3.6,-0.5,-4.2,-0.9
157,OG Anunoby,26,2TM,SF,50,50,1702,8.2,16.7,0.489,3.0,7.7,0.382,5.2,9.0,0.581,0.577,1.9,2.6,0.753,1.4,4.7,6.0,3.1,2.0,1.0,2.3,3.4,21.2,113.0,117,,anunoog01,12.8,0.595,0.463,0.154,3.0,10.6,6.8,9.0,2.0,1.9,11.6,17.6,1.1,1.5,2.6,0.073,-1.0,0.5,-0.6,0.6
157,OG Anunoby,26,TOR,SF,27,27,900,8.4,17.2,0.489,3.3,8.7,0.374,5.2,8.5,0.608,0.584,1.8,2.5,0.717,1.3,4.4,5.7,3.9,1.5,0.7,2.3,3.3,21.9,113.0,121,,anunoog01,12.6,0.598,0.508,0.143,2.9,10.2,6.5,11.4,1.5,1.3,11.2,18.2,0.6,0.4,1.0,0.052,-0.8,-0.7,-1.6,0.1
157,OG Anunoby,26,NYK,SF,23,23,802,7.9,16.1,0.488,2.6,6.5,0.394,5.3,9.6,0.553,0.568,2.1,2.7,0.791,1.4,5.0,6.4,2.2,2.5,1.4,2.4,3.6,20.4,113.0,112,,anunoog01,13.0,0.591,0.406,0.168,3.2,11.1,7.1,6.2,2.5,2.7,12.1,16.8,0.5,1.1,1.6,0.097,-1.3,1.8,0.6,0.5
158,Jabari Walker,21,POR,SF,72,23,1700,6.8,14.8,0.46,1.2,4.0,0.295,5.6,10.7,0.522,0.5,3.7,5.0,0.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5.0,18.5,115.0,116,,walkeja01,13.0,0.546,0.273,0.336,9.4,25.0,16.7,6.2,1.2,1.2,10.2,16.3,1.4,1.6,2.9,0.083,-2.4,-0.9,-3.3,-0.6
159,Andrew Nembhard,24,IND,PG,68,47,1697,7.2,14.5,0.498,1.7,4.8,0.357,5.5,9.8,0.567,0.557,1.3,1.6,0.804,1.0,2.9,3.9,7.8,1.8,0.2,2.8,4.0,17.4,114.0,121,,nembhan01,11.3,0.573,0.328,0.107,2.4,7.0,4.7,20.0,1.8,0.3,15.6,16.0,1.3,0.7,2.0,0.057,-1.6,-0.5,-2.2,-0.1
160,Cason Wallace,20,OKC,SG,82,13,1692,6.2,12.6,0.491,2.8,6.6,0.419,3.4,5.9,0.572,0.602,0.8,1.1,0.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122.0,113,,wallaca01,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9
161,Trey Murphy III,23,NOP,SF,57,23,1690,8.0,18.0,0.443,4.9,12.9,0.38,3.1,5.1,0.602,0.579,3.6,4.4,0.815,1.2,6.9,8.1,3.6,1.5,0.8,1.0,2.0,24.4,127.0,114,,murphtr02,16.3,0.612,0.717,0.243,2.8,15.5,9.2,10.2,1.5,1.6,4.7,18.6,3.4,2.0,5.4,0.154,2.5,0.0,2.5,1.9
162,Kristaps Porziņģis,28,BOS,C,57,57,1690,11.3,22.0,0.516,3.2,8.6,0.375,8.1,13.4,0.606,0.589,7.6,8.8,0.858,2.8,9.1,12.0,3.4,1.2,3.2,2.6,4.6,33.5,128.0,109,,porzikr01,23.2,0.647,0.39,0.402,6.5,19.1,13.1,10.0,1.2,5.8,9.1,25.1,4.9,3.0,7.9,0.226,3.5,1.6,5.1,3.0
163,Kyle Lowry,37,2TM,PG,60,55,1690,4.8,11.1,0.432,2.9,7.3,0.392,1.9,3.7,0.512,0.562,1.8,2.2,0.84,1.0,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,118.0,114,,lowryky01,10.9,0.594,0.663,0.199,2.2,10.8,6.4,20.1,1.7,1.2,17.2,12.9,1.6,1.9,3.5,0.1,-1.9,0.9,-1.0,0.4
163,Kyle Lowry,37,MIA,PG,37,35,1037,5.0,11.6,0.426,3.0,7.7,0.385,2.0,3.9,0.506,0.554,1.7,2.0,0.833,1.2,5.0,6.2,7.1,1.9,0.7,2.5,4.5,14.6,115.0,113,,lowryky01,10.9,0.582,0.665,0.174,2.7,11.5,7.0,19.5,1.9,1.4,16.9,13.5,0.8,1.4,2.2,0.1,-2.0,1.3,-0.8,0.3
163,Kyle Lowry,37,PHI,PG,23,20,653,4.5,10.2,0.444,2.7,6.7,0.404,1.8,3.5,0.522,0.578,2.1,2.5,0.848,0.7,4.2,4.9,8.0,1.5,0.5,2.4,3.9,13.9,123.0,117,,lowryky01,11.0,0.615,0.659,0.244,1.5,9.6,5.5,21.1,1.5,0.8,17.6,12.0,0.8,0.6,1.4,0.102,-1.7,0.4,-1.3,0.1
164,Jordan Clarkson,31,UTA,SG,55,19,1682,9.7,23.4,0.413,2.6,8.9,0.294,7.1,14.5,0.485,0.469,5.1,5.8,0.881,1.4,4.0,5.4,7.9,1.0,0.2,4.2,2.3,27.0,107.0,124,,clarkjo01,12.7,0.521,0.379,0.246,3.2,9.0,6.2,24.6,1.0,0.3,13.9,26.1,0.1,0.1,0.2,0.006,-1.3,-3.2,-4.5,-1.1
165,De'Andre Hunter,26,ATL,SF,57,37,1681,8.7,18.9,0.459,3.3,8.7,0.385,5.3,10.2,0.521,0.547,4.7,5.6,0.847,0.9,5.4,6.3,2.5,1.1,0.5,2.4,4.2,25.4,115.0,121,,huntede01,12.7,0.595,0.459,0.296,1.9,12.9,7.2,7.3,1.1,0.9,10.0,20.6,1.6,0.6,2.2,0.062,-0.9,-1.5,-2.4,-0.2
166,Pat Connaughton,31,MIL,SF,76,3,1676,4.3,9.9,0.435,2.4,6.8,0.345,2.0,3.1,0.633,0.553,1.3,1.7,0.759,1.5,5.4,6.9,4.6,1.1,0.5,1.4,2.8,12.3,120.0,118,,connapa01,9.6,0.574,0.686,0.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2
167,Christian Braun,22,DEN,SG,82,4,1655,6.6,14.5,0.46,1.9,4.9,0.384,4.8,9.6,0.498,0.525,2.8,4.0,0.694,2.4,6.8,9.2,4.0,1.3,1.0,1.6,4.1,18.0,116.0,114,,braunch01,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0
168,Simone Fontecchio,28,2TM,SF,66,43,1644,7.4,16.1,0.46,3.9,9.8,0.401,3.5,6.3,0.551,0.582,1.6,1.9,0.818,1.9,5.3,7.2,3.0,1.3,0.7,2.0,3.2,20.3,117.0,121,,fontesi01,12.1,0.6,0.609,0.12,4.3,12.2,8.3,8.7,1.3,1.2,10.5,16.5,1.5,0.6,2.1,0.061,0.0,-1.0,-1.0,0.4
168,Simone Fontecchio,28,UTA,SF,50,34,1160,6.7,14.9,0.45,3.8,9.7,0.391,2.9,5.2,0.56,0.577,1.3,1.7,0.8,2.2,5.2,7.3,3.0,1.2,0.7,2.1,3.4,18.5,116.0,122,,fontesi01,11.2,0.592,0.651,0.112,5.0,11.7,8.4,8.6,1.2,1.4,12.0,15.4,0.9,0.3,1.3,0.052,-0.4,-1.2,-1.6,0.1
168,Simone Fontecchio,28,DET,SF,16,9,484,9.0,18.9,0.479,4.3,10.0,0.426,4.8,8.8,0.539,0.592,2.2,2.6,0.846,1.2,5.8,7.0,2.8,1.4,0.5,1.7,2.9,24.6,118.0,120,,fontesi01,14.4,0.613,0.532,0.137,2.7,13.6,8.1,8.8,1.4,0.9,7.8,19.2,0.6,0.3,0.8,0.083,1.0,-0.4,0.6,0.3
169,Ochai Agbaji,23,2TM,SG,78,28,1641,5.2,12.7,0.411,1.8,6.2,0.294,3.4,6.5,0.523,0.483,1.1,1.6,0.661,2.2,4.2,6.4,2.4,1.4,1.3,1.9,3.4,13.4,102.0,121,,agbajoc01,7.7,0.497,0.487,0.129,4.9,9.6,7.2,6.6,1.4,2.4,12.3,13.4,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1.0
169,Ochai Agbaji,23,UTA,SG,51,10,1003,5.1,12.0,0.426,2.3,6.8,0.331,2.8,5.1,0.551,0.52,0.7,1.0,0.75,1.7,4.4,6.1,2.3,1.3,1.4,1.6,3.2,13.2,107.0,122,,agbajoc01,8.1,0.531,0.57,0.08,3.9,9.9,6.9,6.1,1.3,2.6,11.7,12.2,0.1,0.3,0.4,0.019,-2.5,-0.5,-3.0,-0.3
169,Ochai Agbaji,23,TOR,SG,27,18,638,5.4,13.9,0.391,1.1,5.2,0.217,4.3,8.7,0.496,0.432,1.7,2.7,0.611,3.0,3.9,6.8,2.7,1.5,1.1,2.3,3.9,13.7,95.0,120,,agbajoc01,7.1,0.453,0.375,0.196,6.6,9.0,7.8,7.4,1.5,2.1,13.1,15.4,-0.6,0.3,-0.3,-0.024,-5.0,-1.5,-6.5,-0.7
170,Julius Randle,29,NYK,PF,46,46,1630,12.2,25.9,0.472,2.4,7.5,0.311,9.9,18.3,0.539,0.518,7.3,9.3,0.781,3.1,10.0,13.1,7.1,0.8,0.4,4.9,3.9,34.1,113.0,114,AS,randlju01,18.9,0.569,0.292,0.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,0.113,2.2,-0.3,1.9,1.6
171,Precious Achiuwa,24,2TM,C,74,18,1624,7.2,14.4,0.501,0.8,3.0,0.268,6.4,11.4,0.562,0.529,2.1,3.4,0.616,5.9,9.1,14.9,3.0,1.4,2.1,2.5,4.4,17.3,114.0,112,,achiupr01,14.6,0.545,0.207,0.239,13.0,20.5,16.7,8.4,1.4,3.9,13.8,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2
171,Precious Achiuwa,24,TOR,C,25,0,437,8.6,18.8,0.459,1.4,5.2,0.277,7.2,13.6,0.528,0.497,2.7,4.6,0.571,5.5,9.5,15.0,4.9,1.8,1.3,3.2,4.4,21.3,106.0,116,,achiupr01,15.0,0.512,0.276,0.247,12.3,22.1,17.1,14.5,1.8,2.4,13.3,21.2,0.0,0.4,0.4,0.048,-1.4,-0.2,-1.6,0.0
171,Precious Achiuwa,24,NYK,PF,49,18,1187,6.7,12.7,0.525,0.6,2.1,0.26,6.1,10.6,0.578,0.547,1.9,3.0,0.643,6.0,8.9,14.9,2.3,1.3,2.4,2.3,4.4,15.8,118.0,111,,achiupr01,14.5,0.564,0.167,0.234,13.3,19.9,16.6,6.2,1.3,4.4,14.1,14.0,1.2,1.8,3.0,0.122,-1.9,0.5,-1.4,0.2
172,Santi Aldama,23,MEM,PF,61,35,1618,7.5,17.2,0.435,3.2,9.2,0.349,4.3,8.0,0.534,0.528,1.6,2.6,0.621,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,109.0,114,,aldamsa01,13.1,0.539,0.535,0.153,4.7,19.7,11.9,13.3,1.3,3.1,10.2,17.9,0.4,2.0,2.4,0.07,-0.7,0.4,-0.2,0.7
173,Cameron Johnson,27,BRK,PF,58,47,1599,8.5,19.2,0.446,4.3,10.9,0.391,4.3,8.2,0.519,0.557,2.7,3.4,0.789,1.7,6.1,7.8,4.3,1.5,0.5,1.8,3.3,24.0,118.0,117,,johnsca02,14.5,0.582,0.57,0.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,2.0,1.3,3.3,0.1,0.9,-0.5,0.4,1.0
174,Malaki Branham,20,SAS,PG,75,29,1594,8.1,18.7,0.432,2.8,8.0,0.347,5.3,10.7,0.494,0.506,1.6,1.9,0.873,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,101.0,121,,branhma01,8.7,0.526,0.427,0.1,1.9,8.2,5.0,14.0,0.8,0.4,12.2,19.8,-0.9,0.6,-0.3,-0.008,-3.4,-2.2,-5.6,-1.5
175,Paul Reed,24,PHI,C,82,24,1590,8.0,14.9,0.54,0.6,1.8,0.368,7.4,13.1,0.563,0.561,1.9,2.6,0.718,6.0,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,123.0,110,,reedpa01,17.4,0.58,0.119,0.177,13.2,20.9,16.9,9.8,2.1,4.8,11.5,15.9,2.5,2.6,5.1,0.154,-0.6,1.0,0.4,0.9
176,Ausar Thompson,21,DET,SF,63,38,1583,7.1,14.6,0.483,0.6,3.4,0.186,6.4,11.2,0.575,0.505,2.2,3.6,0.597,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,107.0,115,,thompau01,12.8,0.522,0.235,0.248,8.9,19.6,14.2,10.8,2.1,3.2,13.6,16.6,0.1,1.7,1.8,0.053,-2.8,0.6,-2.2,-0.1
177,Anfernee Simons,24,POR,SG,46,46,1582,11.2,26.1,0.43,4.9,12.6,0.385,6.4,13.5,0.472,0.523,5.1,5.6,0.916,0.7,4.5,5.2,8.0,0.7,0.2,3.9,3.1,32.4,113.0,121,,simonan01,15.9,0.568,0.484,0.213,1.5,10.9,5.9,27.6,0.7,0.3,12.1,28.0,1.7,0.5,2.2,0.068,2.7,-2.5,0.2,0.8
178,Kevin Huerter,25,SAC,SG,64,59,1562,7.7,17.4,0.443,3.8,10.6,0.361,3.9,6.8,0.571,0.553,1.1,1.5,0.766,1.2,5.8,7.0,5.2,1.4,0.7,1.6,4.2,20.4,116.0,116,,huertke01,12.4,0.564,0.609,0.084,2.7,13.6,8.0,14.4,1.4,1.3,8.4,17.3,1.5,1.4,2.9,0.089,-0.5,-0.4,-0.8,0.5
179,Bennedict Mathurin,21,IND,SF,59,19,1538,9.1,20.3,0.446,2.5,6.6,0.374,6.6,13.8,0.481,0.507,5.6,6.9,0.821,1.8,5.3,7.2,3.7,1.1,0.4,3.0,3.6,26.3,110.0,121,,mathube01,13.0,0.562,0.323,0.338,4.4,12.8,8.6,9.8,1.1,0.7,11.3,23.4,0.8,0.7,1.4,0.045,-1.2,-2.3,-3.4,-0.6
180,Evan Mobley,22,CLE,PF,50,50,1532,10.3,17.8,0.58,0.7,1.9,0.373,9.6,15.9,0.604,0.6,4.0,5.5,0.719,3.6,11.5,15.1,5.2,1.5,2.3,2.9,4.3,25.3,122.0,109,,mobleev01,20.1,0.626,0.107,0.31,8.2,25.9,17.2,15.9,1.5,4.2,12.5,20.6,2.8,2.7,5.5,0.174,0.9,2.0,2.9,1.9
181,Chris Paul,38,GSW,PG,58,18,1531,6.5,14.8,0.441,2.5,6.6,0.371,4.0,8.1,0.498,0.525,1.4,1.6,0.827,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,124.0,115,,paulch01,14.7,0.544,0.45,0.111,1.3,14.4,7.9,33.4,2.2,0.4,13.4,15.6,2.6,1.7,4.3,0.136,-0.2,1.2,1.0,1.2
182,Russell Westbrook,35,LAC,PG,68,11,1529,9.7,21.4,0.454,1.4,5.0,0.273,8.4,16.4,0.509,0.486,3.6,5.2,0.688,3.0,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,107.0,113,6MOY-7,westbru01,16.2,0.514,0.232,0.241,7.1,17.8,12.7,29.2,2.4,1.4,16.4,25.2,0.2,1.9,2.1,0.066,-0.2,0.7,0.5,1.0
183,Nicolas Batum,35,2TM,PF,60,38,1529,3.7,8.2,0.453,2.3,6.0,0.395,1.4,2.3,0.606,0.596,0.5,0.7,0.714,2.3,5.7,8.0,4.1,1.5,1.2,1.3,3.5,10.3,126.0,115,,batumni01,10.2,0.603,0.723,0.082,5.0,13.1,9.0,10.7,1.5,2.3,13.1,8.6,1.7,1.6,3.3,0.103,-1.3,0.8,-0.4,0.6
183,Nicolas Batum,35,LAC,PF,3,0,54,2.7,7.3,0.375,1.8,6.4,0.286,0.9,0.9,1.0,0.5,0.0,0.0,,0.0,6.4,6.4,4.6,2.7,3.7,0.9,4.6,7.3,112.0,110,,batumni01,9.8,0.5,0.875,0.0,0.0,14.2,7.3,11.2,2.7,6.7,11.1,7.3,0.0,0.1,0.1,0.091,-1.5,4.4,2.8,0.1
183,Nicolas Batum,35,PHI,PF,57,38,1475,3.8,8.3,0.456,2.4,5.9,0.399,1.4,2.3,0.6,0.599,0.5,0.7,0.714,2.3,5.7,8.0,4.1,1.5,1.1,1.3,3.5,10.4,127.0,115,,batumni01,10.3,0.606,0.718,0.085,5.1,13.0,9.0,10.6,1.5,2.1,13.2,8.7,1.6,1.5,3.2,0.104,-1.3,0.7,-0.5,0.5
184,Zach Collins,26,SAS,C,69,29,1526,9.3,19.2,0.484,1.8,5.6,0.32,7.5,13.5,0.552,0.531,3.8,5.0,0.753,3.7,7.8,11.5,6.0,1.1,1.6,4.1,6.4,24.1,108.0,116,,colliza01,14.3,0.565,0.294,0.263,8.3,18.0,13.1,18.9,1.1,2.8,16.1,22.7,0.4,1.5,1.8,0.057,-2.0,-0.1,-2.0,0.0
185,Josh Green,23,DAL,SG,57,33,1505,5.7,11.9,0.479,2.3,6.0,0.385,3.4,6.0,0.572,0.575,1.2,1.8,0.684,1.3,4.6,5.9,4.1,1.5,0.3,1.9,3.4,15.0,115.0,117,,greenjo02,9.9,0.588,0.5,0.152,2.9,10.4,6.7,11.1,1.5,0.5,13.1,13.1,1.0,1.2,2.2,0.071,-2.4,-0.3,-2.7,-0.3
186,Walker Kessler,22,UTA,C,64,22,1493,7.4,11.3,0.654,0.1,0.6,0.211,7.3,10.7,0.68,0.66,1.8,3.0,0.602,5.3,10.2,15.5,1.9,1.0,5.0,2.1,4.3,16.7,128.0,114,,kesslwa01,18.0,0.663,0.054,0.266,12.3,23.1,17.7,5.6,1.0,9.2,14.4,12.8,2.4,1.7,4.1,0.131,-0.4,1.3,0.9,1.1
187,Draymond Green,33,GSW,PF,55,52,1490,6.0,12.1,0.497,1.7,4.2,0.395,4.4,7.9,0.551,0.566,1.8,2.4,0.73,2.5,10.5,12.9,10.8,1.8,1.5,4.4,5.4,15.4,116.0,112,,greendr01,14.5,0.587,0.347,0.199,5.6,23.0,14.4,28.6,1.8,2.9,25.0,15.3,1.4,2.2,3.6,0.116,-0.6,3.0,2.4,1.6
188,Peyton Watson,21,DEN,SF,80,4,1488,6.9,14.9,0.465,1.5,5.1,0.296,5.4,9.8,0.553,0.516,2.4,3.5,0.67,1.9,6.7,8.6,2.9,1.4,2.9,1.9,4.8,17.7,108.0,111,,watsope01,11.8,0.539,0.34,0.237,4.3,14.6,9.6,7.4,1.4,5.0,10.5,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1
189,Matisse Thybulle,26,POR,SF,65,19,1487,4.2,10.5,0.397,2.7,7.7,0.346,1.5,2.9,0.535,0.524,0.7,1.0,0.759,1.0,3.5,4.5,3.0,3.8,1.6,1.3,3.1,11.8,111.0,114,,thybuma01,10.4,0.537,0.729,0.091,2.1,8.5,5.1,8.3,3.8,3.0,10.8,10.6,0.4,1.8,2.2,0.072,-2.8,3.4,0.6,0.9
190,Khris Middleton,32,MIL,SF,55,55,1487,10.2,20.8,0.493,3.0,8.0,0.381,7.2,12.8,0.563,0.566,3.2,3.9,0.833,1.3,7.0,8.3,9.4,1.6,0.5,4.1,4.6,26.8,115.0,116,,middlkh01,17.0,0.595,0.384,0.187,3.0,15.7,9.5,28.9,1.6,0.9,15.4,23.9,1.9,1.4,3.4,0.109,1.1,0.0,1.1,1.2
191,Bojan Bogdanović,34,2TM,PF,57,27,1478,10.2,22.6,0.454,4.4,11.1,0.398,5.8,11.5,0.507,0.551,3.9,4.9,0.785,0.7,4.3,5.0,3.2,1.0,0.2,3.3,3.1,28.8,108.0,120,6MOY-9,bogdabo02,12.6,0.581,0.49,0.219,1.6,10.0,5.7,10.3,1.0,0.3,11.9,24.6,0.3,0.7,1.1,0.034,-0.7,-2.5,-3.2,-0.4
191,Bojan Bogdanović,34,DET,PF,28,27,921,10.4,22.2,0.468,4.5,10.8,0.415,5.9,11.4,0.518,0.569,4.2,5.4,0.779,0.7,4.2,4.9,3.7,1.2,0.2,3.3,3.0,29.5,110.0,121,,bogdabo02,14.1,0.6,0.487,0.245,1.5,10.0,5.7,12.2,1.2,0.4,11.8,24.7,0.5,0.3,0.8,0.042,0.3,-2.5,-2.1,0.0
191,Bojan Bogdanović,34,NYK,SF,29,0,557,10.0,23.2,0.43,4.3,11.5,0.37,5.7,11.7,0.488,0.521,3.3,4.1,0.8,0.8,4.4,5.3,2.4,0.6,0.1,3.4,3.4,27.4,104.0,118,,bogdabo02,10.1,0.549,0.496,0.176,1.8,9.9,5.8,7.1,0.6,0.2,12.1,24.3,-0.2,0.4,0.2,0.021,-2.4,-2.5,-4.9,-0.4
192,Julian Champagnie,22,SAS,SF,74,59,1468,5.3,13.0,0.408,3.3,9.0,0.365,2.0,4.0,0.504,0.534,2.4,3.0,0.815,1.4,5.3,6.7,3.3,1.6,1.4,1.8,2.5,16.3,111.0,117,,champju02,10.6,0.57,0.689,0.229,3.1,12.2,7.6,9.3,1.6,2.4,11.4,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0
193,Patrick Beverley,35,2TM,PG,73,13,1462,5.3,12.6,0.417,2.0,6.0,0.337,3.2,6.6,0.49,0.497,2.5,3.0,0.822,1.6,6.3,8.0,7.1,1.4,1.0,2.2,4.3,15.0,116.0,115,,beverpa01,11.6,0.539,0.478,0.237,3.7,14.3,9.0,19.0,1.4,1.9,13.4,14.3,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3
193,Patrick Beverley,35,PHI,PG,47,5,919,5.6,12.9,0.432,1.9,5.8,0.321,3.7,7.1,0.523,0.504,2.7,3.4,0.81,1.6,6.2,7.8,7.7,1.3,1.0,2.6,4.4,15.7,115.0,116,,beverpa01,11.7,0.547,0.452,0.261,3.5,14.1,8.7,21.0,1.3,1.8,15.4,14.9,0.7,0.9,1.7,0.087,-1.5,0.0,-1.5,0.1
193,Patrick Beverley,35,MIL,PG,26,8,543,4.8,12.2,0.391,2.3,6.4,0.361,2.5,5.8,0.424,0.486,2.0,2.4,0.852,1.7,6.6,8.3,6.0,1.7,1.2,1.4,4.0,13.9,118.0,115,,beverpa01,11.4,0.524,0.522,0.196,3.9,14.8,9.5,15.8,1.7,2.0,9.6,13.2,0.5,0.6,1.1,0.095,-1.6,1.2,-0.4,0.2
194,Amir Coffey,26,LAC,SF,70,13,1460,5.6,11.9,0.472,2.4,6.2,0.38,3.2,5.7,0.571,0.571,2.1,2.4,0.859,1.0,4.0,5.0,2.6,1.4,0.5,1.1,3.4,15.7,122.0,118,,coffeam01,10.0,0.604,0.523,0.202,2.3,8.9,5.7,6.8,1.4,0.9,7.9,12.5,1.6,1.0,2.6,0.084,-1.9,-0.3,-2.2,-0.1
195,Isaiah Joe,24,OKC,SG,78,1,1445,7.4,16.1,0.458,4.9,11.7,0.416,2.5,4.4,0.568,0.609,1.5,1.7,0.865,1.1,4.9,6.0,3.3,1.5,0.7,1.6,2.9,21.2,121.0,115,,joeis01,13.4,0.626,0.728,0.107,2.6,11.0,6.9,8.9,1.5,1.4,8.5,16.6,1.9,1.6,3.5,0.116,1.1,-0.3,0.9,1.0
196,Desmond Bane,25,MEM,SG,42,42,1443,12.2,26.3,0.464,4.6,12.2,0.381,7.6,14.1,0.536,0.552,4.7,5.5,0.87,1.2,5.0,6.3,7.8,1.5,0.7,3.8,4.1,33.8,114.0,116,,banede01,18.5,0.589,0.464,0.207,2.6,11.8,7.0,29.2,1.5,1.4,11.7,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7
197,Vince Williams Jr.,23,MEM,SG,52,33,1436,5.8,12.9,0.446,2.7,7.1,0.378,3.1,5.8,0.529,0.55,3.5,4.4,0.8,2.0,7.9,9.9,6.0,1.6,1.2,3.1,4.6,17.7,114.0,114,,willivi01,12.8,0.597,0.551,0.343,4.3,18.3,11.0,18.0,1.6,2.2,17.4,15.8,1.1,1.7,2.8,0.093,-1.7,1.0,-0.7,0.5
198,Isaiah Stewart,22,DET,PF,46,45,1423,6.3,12.9,0.487,2.3,5.9,0.383,4.0,7.0,0.575,0.575,2.2,2.9,0.753,2.5,7.8,10.3,2.5,0.6,1.3,2.2,3.3,17.0,114.0,119,,stewais01,11.3,0.6,0.458,0.223,5.7,18.4,11.9,7.1,0.6,2.3,13.6,14.5,0.9,0.8,1.7,0.056,-1.6,-0.7,-2.3,-0.1
199,Moritz Wagner,26,ORL,C,80,1,1415,11.6,19.3,0.601,1.3,4.0,0.33,10.3,15.3,0.673,0.636,5.8,7.1,0.814,4.1,8.0,12.1,3.4,1.4,0.7,3.4,5.6,30.4,126.0,112,,wagnemo01,20.6,0.676,0.208,0.37,9.6,19.3,14.4,11.2,1.4,1.4,13.1,22.8,3.5,2.0,5.6,0.188,1.7,0.3,2.0,1.4
200,Tyler Herro,24,MIA,SG,42,40,1407,11.5,26.1,0.441,4.7,11.8,0.396,6.8,14.3,0.478,0.531,3.4,3.9,0.856,0.7,7.2,7.9,6.7,1.1,0.1,3.3,2.2,31.0,108.0,114,,herroty01,15.7,0.558,0.453,0.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,0.4,1.6,2.0,0.068,1.5,-0.7,0.8,1.0
201,Wendell Carter Jr.,24,ORL,C,55,48,1406,7.9,15.0,0.525,2.3,6.0,0.374,5.6,8.9,0.626,0.6,3.3,4.7,0.694,3.9,9.5,13.4,3.3,1.2,1.0,2.4,4.3,21.2,122.0,111,,cartewe01,15.9,0.623,0.402,0.315,9.3,22.7,15.9,9.9,1.2,1.9,12.3,17.2,2.2,2.1,4.4,0.149,0.5,0.4,0.9,1.0
202,Onyeka Okongwu,23,ATL,C,55,8,1405,7.6,12.5,0.611,0.8,2.4,0.333,6.8,10.1,0.676,0.642,3.1,4.0,0.793,4.9,7.9,12.8,2.5,0.9,2.0,1.5,5.5,19.2,138.0,118,,okongon01,16.9,0.674,0.189,0.318,10.8,18.6,14.6,7.2,0.9,3.8,9.8,13.7,3.5,1.0,4.5,0.153,0.0,-0.5,-0.4,0.5
203,Amen Thompson,21,HOU,SF,62,23,1388,8.4,15.6,0.536,0.3,2.0,0.138,8.1,13.6,0.595,0.545,3.7,5.4,0.684,5.2,9.1,14.3,5.7,2.7,1.3,3.1,4.9,20.7,118.0,109,,thompam01,18.2,0.576,0.13,0.348,11.3,20.4,15.8,17.0,2.7,2.5,14.9,18.5,1.9,2.4,4.3,0.149,-0.1,1.9,1.8,1.3
